1.70387	0.899888	0.666628	0.00234993	0.00237516	0.785233	
1.70387	0.899888	0.666628	0.00234993	0.00237516	0.785233	
1.70387	0.899888	0.666628	0.00235011	0.00237555	0.785233	
1.70387	0.899888	0.666628	0.0023502	0.00237575	0.785232	
1.70387	0.899888	0.666628	0.00235035	0.00237595	0.785232	
1.70387	0.899888	0.666628	0.00235056	0.00237617	0.785232	
1.70387	0.899888	0.666627	0.00235083	0.00237644	0.785232	
1.70387	0.899888	0.666627	0.00235119	0.00237675	0.785232	
1.70387	0.899888	0.666626	0.00235161	0.0023771	0.785231	
1.70387	0.899888	0.666626	0.00235211	0.00237749	0.785231	
1.70387	0.899888	0.666625	0.00235267	0.00237791	0.785231	
1.70387	0.899889	0.666624	0.00235392	0.00237871	0.785232	
1.70387	0.899889	0.666623	0.00235469	0.00237938	0.785231	
1.70387	0.899889	0.666623	0.00235469	0.00237938	0.785231	
1.70387	0.899889	0.666622	0.00235547	0.00237992	0.785231	
1.70386	0.899889	0.666621	0.00235629	0.0023805	0.785231	
1.70386	0.89989	0.66662	0.00235709	0.00238093	0.785232	
1.70386	0.89989	0.666619	0.00235805	0.00238172	0.785232	
1.70386	0.899891	0.666617	0.00235987	0.00238283	0.785232	
1.70386	0.899891	0.666617	0.00236003	0.00238319	0.785232	
1.70386	0.899891	0.666616	0.00236094	0.00238368	0.785232	
1.70386	0.899892	0.666615	0.00236196	0.00238437	0.785232	
1.70386	0.899893	0.666613	0.00236397	0.00238559	0.785233	
1.70386	0.899893	0.666613	0.00236397	0.00238559	0.785233	
1.70386	0.899894	0.666611	0.00236624	0.00238726	0.785233	
1.70386	0.899893	0.666611	0.00236635	0.00238747	0.785233	
1.70386	0.899894	0.66661	0.00236735	0.00238801	0.785233	
1.70385	0.899895	0.666608	0.00236949	0.00238931	0.785234	
1.70385	0.899896	0.666606	0.00237075	0.0023903	0.785234	
1.70385	0.899896	0.666606	0.00237075	0.0023903	0.785234	
1.70385	0.899897	0.666604	0.00237306	0.00239186	0.785234	
1.70385	0.899897	0.666603	0.00237409	0.00239241	0.785235	
1.70385	0.899897	0.666603	0.00237409	0.00239241	0.785235	
1.70385	0.899898	0.666601	0.00237656	0.00239423	0.785235	
1.70385	0.899898	0.666601	0.00237656	0.00239423	0.785235	
1.70385	0.899899	0.666598	0.0023789	0.00239583	0.785235	
1.70385	0.899899	0.666598	0.00237905	0.00239608	0.785235	
1.70385	0.899899	0.666597	0.00238007	0.00239663	0.785235	
1.70384	0.8999	0.666595	0.00238254	0.00239838	0.785236	
1.70384	0.8999	0.666595	0.00238254	0.00239838	0.785236	
1.70384	0.899901	0.666593	0.00238525	0.00240036	0.785236	
1.70384	0.899901	0.666593	0.00238525	0.00240036	0.785236	
1.70384	0.899902	0.666592	0.00238669	0.00240145	0.785236	
1.70384	0.899902	0.666591	0.00238825	0.00240265	0.785236	
1.70384	0.899903	0.66659	0.0023892	0.00240315	0.785237	
1.70384	0.899903	0.666588	0.00239179	0.0024055	0.785237	
1.70384	0.899904	0.666587	0.00239382	0.00240719	0.785237	
1.70384	0.899904	0.666586	0.00239606	0.00240909	0.785237	
1.70384	0.899905	0.666585	0.00239851	0.0024112	0.785237	
1.70384	0.899905	0.666584	0.00240118	0.00241355	0.785237	
1.70384	0.899905	0.666583	0.00240408	0.00241613	0.785237	
1.70384	0.899906	0.666581	0.00240722	0.00241896	0.785237	
1.70383	0.899906	0.66658	0.00241061	0.00242204	0.785238	
1.70383	0.899907	0.666579	0.00241426	0.00242539	0.785238	
1.70383	0.899907	0.666578	0.00241817	0.00242901	0.785238	
1.70383	0.899907	0.666576	0.00242236	0.0024329	0.785238	
1.70383	0.899908	0.666576	0.00242315	0.00243331	0.785238	
1.70383	0.899908	0.666574	0.00243156	0.00244155	0.785238	
1.70383	0.899908	0.666573	0.00243659	0.0024463	0.785238	
1.70383	0.899909	0.666571	0.00244193	0.00245138	0.785238	
1.70383	0.899909	0.66657	0.00244757	0.00245676	0.785238	
1.70383	0.899909	0.666568	0.00245351	0.00246244	0.785238	
1.70383	0.89991	0.666567	0.00245974	0.00246843	0.785238	
1.70383	0.89991	0.666566	0.00246628	0.00247472	0.785239	
1.70383	0.89991	0.666564	0.00247311	0.00248133	0.785239	
1.70383	0.899911	0.666563	0.00248026	0.00248824	0.785239	
1.70383	0.899911	0.666561	0.00248706	0.0024948	0.785239	
1.70383	0.899911	0.66656	0.00249444	0.00250195	0.785239	
1.70383	0.899912	0.666559	0.00250209	0.00250933	0.785239	
1.70383	0.899912	0.666557	0.00251067	0.0025177	0.785239	
1.70383	0.899912	0.666556	0.00251877	0.00252554	0.785239	
1.70383	0.899913	0.666554	0.00252712	0.00253364	0.78524	
1.70383	0.899913	0.666553	0.00253581	0.00254207	0.78524	
1.70383	0.899913	0.666552	0.00254477	0.00255078	0.78524	
1.70383	0.899913	0.66655	0.00255396	0.00255973	0.78524	
1.70383	0.899914	0.666549	0.00256329	0.00256883	0.78524	
1.70383	0.899914	0.666548	0.00257274	0.00257805	0.785241	
1.70383	0.899914	0.666547	0.00257341	0.00257847	0.785241	
1.70383	0.899914	0.666545	0.00259182	0.0025967	0.785241	
1.70383	0.899915	0.666543	0.00261106	0.00261554	0.785241	
1.70383	0.899915	0.666542	0.00262078	0.00262506	0.785241	
1.70383	0.899915	0.666541	0.00263047	0.00263456	0.785241	
1.70383	0.899915	0.66654	0.00264003	0.00264393	0.785241	
1.70384	0.899916	0.66654	0.00264941	0.00265312	0.785241	
1.70384	0.899916	0.666539	0.00265858	0.00266211	0.785241	
1.70384	0.899916	0.666538	0.00266755	0.00267091	0.785241	
1.70384	0.899916	0.666537	0.00267633	0.00267952	0.785241	
1.70384	0.899916	0.666537	0.00268493	0.00268796	0.785241	
1.70384	0.899916	0.666536	0.00269338	0.00269624	0.785241	
1.70384	0.899917	0.666536	0.00269402	0.00269669	0.785241	
1.70385	0.899917	0.666536	0.00270982	0.00271237	0.785241	
1.70385	0.899917	0.666535	0.00271783	0.00272023	0.785241	
1.70385	0.899917	0.666535	0.00272575	0.002728	0.785241	
1.70385	0.899917	0.666535	0.00272575	0.002728	0.785241	
1.70385	0.899917	0.666535	0.00273351	0.00273562	0.785241	
1.70385	0.899917	0.666534	0.0027417	0.0027435	0.785241	
1.70386	0.899917	0.666535	0.00275587	0.00275757	0.785241	
1.70386	0.899918	0.666535	0.00276305	0.00276463	0.785241	
1.70386	0.899918	0.666535	0.00277009	0.00277155	0.785241	
1.70387	0.899918	0.666536	0.00277692	0.00277826	0.785241	
1.70387	0.899918	0.666536	0.00278351	0.00278473	0.78524	
1.70387	0.899918	0.666537	0.00278986	0.00279096	0.78524	
1.70387	0.899918	0.666537	0.00279596	0.00279695	0.78524	
1.70387	0.899918	0.666537	0.00279646	0.00279731	0.78524	
1.70388	0.899918	0.666538	0.0028075	0.00280828	0.78524	
1.70388	0.899918	0.666538	0.00280797	0.00280861	0.78524	
1.70388	0.899918	0.666539	0.00281879	0.00281924	0.78524	
1.70389	0.899918	0.666541	0.00282857	0.00282896	0.78524	
1.70389	0.899918	0.666542	0.00283356	0.00283387	0.78524	
1.7039	0.899918	0.666543	0.00283845	0.00283867	0.785239	
1.7039	0.899918	0.666544	0.00284317	0.00284331	0.785239	
1.7039	0.899919	0.666544	0.00284359	0.00284362	0.785239	
1.70391	0.899918	0.666547	0.00285197	0.00285196	0.785239	
1.70391	0.899919	0.666546	0.00285236	0.00285224	0.785239	
1.70391	0.899918	0.666549	0.00286009	0.00285994	0.785239	
1.70392	0.899918	0.666551	0.00286395	0.00286373	0.785239	
1.70392	0.899918	0.666552	0.00286774	0.00286745	0.785239	
1.70393	0.899918	0.666554	0.00287136	0.00287101	0.785238	
1.70393	0.899918	0.666556	0.00287481	0.00287441	0.785238	
1.70393	0.899918	0.666557	0.00287807	0.0028776	0.785238	
1.70394	0.899918	0.666559	0.00288111	0.00288059	0.785238	
1.70394	0.899918	0.666561	0.00288395	0.00288338	0.785238	
1.70395	0.899918	0.666563	0.00288659	0.00288597	0.785238	
1.70395	0.899918	0.666565	0.00288904	0.00288837	0.785237	
1.70396	0.899918	0.666566	0.00289132	0.0028906	0.785237	
1.70396	0.899918	0.666568	0.00289343	0.00289267	0.785237	
